,SPORE_ID,AREA,PERIMETER,FRAME,GERMINANT_EXPOSURE,GERMINATION,ELLIPSE_MINOR,ELLIPSE_MAJOR,INTENSITY,X_POSITION,Y_POSITION
0,0,361.4343653523056,71.82856489891374,0,0,0,9.159333399862733,12.908278954210006,45.4356242583748,0.0,0.0
1,0,425.8242656706684,77.59179178048174,1,0,0,9.946487504574547,13.947353006572602,57.48986558626703,0.0,0.0
2,0,422.557087805471,77.1782920601148,2,0,0,9.979482873468633,13.797027274169226,56.754293044556455,0.0,0.0
3,0,416.6237867362783,76.9561536125341,3,0,0,9.755384454665219,13.92037080961796,55.945005068633996,0.0,0.0
4,0,436.2776897338085,78.64478834189259,4,0,0,9.986813327241595,14.224217072130832,59.89051973563155,0.0,0.0
5,0,438.1491108887634,78.51093469056542,5,0,0,10.16349948452173,14.035548749484889,60.004337390584915,0.0,0.0
6,0,426.3894549760117,77.66706653546287,6,0,0,9.939090499108554,13.975833881146311,57.87951844312531,0.0,0.0
7,0,406.35338348068274,75.92947645147503,7,0,0,9.697854694762343,13.6658469609314,54.03849017198933,0.0,0.0
8,0,434.8823772306284,78.42610400468008,8,0,0,10.021626607694957,14.13048643747334,59.7071875633841,0.0,0.0
9,0,424.6812651073461,77.2721946718651,9,0,0,10.055241697728524,13.76032005812468,57.42068371152979,0.0,0.0
10,0,439.1927016128133,78.84809903483496,10,0,0,10.0429560306273,14.237090881302318,60.734776127043204,0.0,0.0
11,0,428.9331708747774,77.80664044835177,11,1,0,10.010932474028218,13.956418947576942,58.550435695266216,0.0,0.0
12,0,431.11954636163983,78.05852253610658,12,0,0,10.002028170512759,14.038424027816014,59.10484232763506,0.0,0.0
13,0,433.21837126896827,78.06807165440216,13,0,0,10.119101922471772,13.94202671285367,59.38764185337633,0.0,0.0
14,0,432.99294530056795,78.06744676201113,14,0,0,10.106018218601925,13.95297642936105,59.41375977098456,0.0,0.0
15,0,443.44424254403486,78.88077944716676,15,0,0,10.26927941156316,14.055103522878683,61.48523054041344,0.0,0.0
16,0,445.10144861588054,79.3482847378097,16,0,0,10.110630074625078,14.327820248766349,62.23887519817689,0.0,0.0
17,0,441.9979674539079,79.0300914803735,17,0,0,10.103938201455566,14.239538950746113,61.596392109312085,0.0,0.0
18,0,440.810435756806,78.6781020251957,18,0,0,10.22738130309998,14.030709743140122,61.12441017364921,0.0,0.0
19,0,441.37537557247504,78.75847075635363,19,0,0,10.215398330378505,14.064771610263454,61.32702851959537,0.0,0.0
20,0,440.9060707475591,78.48628432510733,20,0,0,10.347986250258524,13.870124736167876,60.995973679354194,0.0,0.0
21,0,433.3512470307666,78.23269614968805,21,0,0,10.036816843945376,14.060542020046553,59.98356574829821,0.0,0.0
22,0,435.4887370112988,78.22160065552157,22,0,0,10.168311242673319,13.945626347384117,60.246115040097024,0.0,0.0
23,0,434.7319064043461,78.25197868009202,23,0,0,10.106186678011804,14.007515101404929,60.252748251404405,0.0,0.0
24,0,449.8250922723678,79.4041945786345,24,0,0,10.35033328761711,14.141271466183436,63.2238503681605,0.0,0.0
25,0,446.1165129061724,79.29062158698892,25,0,0,10.197252441839398,14.23779553735577,62.74289023401956,0.0,0.0
26,0,451.9705850201026,79.43531209135134,26,0,0,10.464034012152778,14.052879049057614,63.577220526914594,0.0,0.0
27,0,450.21761824800154,79.4594821352158,27,0,0,10.341875378514032,14.1649180948983,63.481722793823494,0.0,0.0
28,0,435.16192879020315,78.02276932682352,28,0,0,10.26618494452227,13.802541416533986,60.27192882523024,0.0,0.0
29,0,431.0534685955567,77.929152922591,29,0,0,10.06807468429375,13.94424294533984,59.80749429241848,0.0,0.0
30,0,453.3890470300463,80.18738853181632,30,0,0,10.13337844519063,14.555986003755184,64.79550684272378,0.0,0.0
31,0,439.40077515558994,78.4996660109338,31,0,0,10.245251077835391,13.962440598469586,61.41887442233049,0.0,0.0
32,0,450.8808040928782,79.60634270151273,32,0,0,10.297834011240873,14.245997375269456,63.97627922134897,0.0,0.0
33,0,440.615564519689,78.77847796013874,33,0,0,10.15977221363133,14.11797292683984,61.96911486951722,0.0,0.0
34,0,447.4131032736012,79.35863419967133,34,0,0,10.23435575062442,14.226504959348436,63.412656755792504,0.0,0.0
35,0,451.7411967414112,79.35851665722602,35,1,0,10.49763773103881,14.000939215739312,63.90296553057553,0.0,0.0
36,0,444.95969627396596,79.03265927033328,36,0,0,10.27291378581272,14.097087949786692,62.87256417460334,0.0,0.0
37,0,472.4949870188958,81.2933983593456,37,0,0,10.600023701557785,14.488922735112723,68.63684940919029,0.0,0.0
38,0,507.16809428216857,83.37551706494243,38,0,1,11.470147043137304,14.352014547829056,75.14560969942409,0.0,0.0
39,0,522.8678365359467,84.57511481968855,39,0,1,11.665435836377949,14.540142586856412,78.6810898790388,0.0,0.0
40,0,515.0644577693189,84.0615204214418,40,0,1,11.501932380378614,14.53088074807514,77.1489533323983,0.0,0.0
41,0,497.7015410883589,82.71415403242939,41,0,1,11.293446847752802,14.309751658443188,73.36819115665828,0.0,0.0
42,0,510.59312682477423,83.7767637618451,42,0,1,11.401184128526555,14.534449850085291,76.365480057381,0.0,0.0
43,0,513.6658156460777,83.88119616778256,43,0,1,11.545305298276755,14.437730477471622,76.84274374492253,0.0,0.0
44,0,518.86494857459,84.38196996779814,44,0,1,11.52426552929171,14.607693753627052,78.25580749510853,0.0,0.0
45,0,494.7562059571682,82.45641636904044,45,0,1,11.279310353526132,14.244566860292128,72.87805905362183,0.0,0.0
46,0,512.1784250769797,83.89537663980771,46,0,1,11.423028960669493,14.550830224293051,76.91123763804016,0.0,0.0
47,0,484.5505223275754,81.59072637121437,47,0,1,11.204311645517675,14.049976960182228,70.6700419959746,0.0,0.0
48,0,516.4487347014831,84.16386486257532,48,0,1,11.52174070098038,14.54414234562412,77.85067922136919,0.0,0.0
49,0,515.405182707798,84.08250421049495,49,0,1,11.510222925292297,14.529837084267063,77.66498118073588,0.0,0.0
50,0,509.2444067528446,83.73706815977066,50,0,1,11.33614432461755,14.579968575042288,76.58167654265614,0.0,0.0
51,0,510.3994148443835,83.67734506253744,51,0,1,11.466008121181217,14.446900504389497,76.61278740025485,0.0,0.0
52,0,482.02942293488934,81.37039963652106,52,0,1,11.190203307136183,13.99597713417798,70.34510426551586,0.0,0.0
53,0,501.1134883662177,82.90637675659384,53,0,1,11.39555296442014,14.276839115821664,74.56967286565256,0.0,0.0
54,0,500.89403731643586,82.96733533306815,54,0,1,11.329051227562948,14.354478552848295,74.72203206288512,0.0,0.0
55,0,495.37073334305006,82.59206473929122,55,0,1,11.218063145400214,14.339774926031236,73.67121285640422,0.0,0.0
56,0,495.6304355052832,82.62203899263639,56,0,1,11.213883642450323,14.352491207192422,73.79462628505247,0.0,0.0
57,0,502.10989393037073,83.09049664146167,57,0,1,11.321320438287817,14.398465526978958,75.19096137130067,0.0,0.0
58,0,511.7007276383116,83.93883384972676,58,0,1,11.35650549540756,14.622675901817288,77.54908575724085,0.0,0.0
59,0,496.77151433522135,82.72846058399324,59,1,1,11.214810682998072,14.383692030912483,74.22270816377055,0.0,0.0
60,0,510.7975517374771,83.69662575107537,60,0,1,11.480210403495828,14.440067175761271,77.12863083438559,0.0,0.0
61,0,504.12627385114286,83.4190918677908,61,0,1,11.217886425020447,14.588441129930176,76.13304133878637,0.0,0.0
62,0,512.4842051053384,83.81558411642835,62,0,1,11.50973968668906,14.449665447451194,77.58109727352893,0.0,0.0
63,0,504.1061606805672,83.26751259675277,63,0,1,11.328501739874044,14.44542952371356,75.96907154526093,0.0,0.0
64,0,502.36061959318533,83.39497450251528,64,0,1,11.119090037172755,14.667517752130006,76.0741146190668,0.0,0.0
65,0,513.8717623533389,84.09210394219747,65,0,1,11.392775349948987,14.636781287040812,78.35887890965203,0.0,0.0
66,0,515.4044883945672,84.18540243571624,66,0,1,11.429529313811672,14.632399839880508,78.70769761381726,0.0,0.0
67,0,513.315867000293,83.93800262139708,67,0,1,11.472125573201682,14.520117741053127,78.13004188225229,0.0,0.0
68,0,504.74140331655644,83.29559194577477,68,0,1,11.352705492605658,14.432443227783564,76.31989200482903,0.0,0.0
69,0,510.61853608274066,83.77722288980239,69,0,1,11.402651575283054,14.533288671635589,77.71836520107348,0.0,0.0
70,0,517.7729256177462,84.12950514440382,70,0,1,11.653400426342971,14.415993078253017,78.96745914239688,0.0,0.0
71,0,519.4099467951977,84.5438554842933,71,0,1,11.43875140363568,14.732064188000887,79.94894360228774,0.0,0.0
72,0,506.47877548897065,83.37676866451179,72,0,1,11.416471971391628,14.400271875077184,76.80140106634263,0.0,0.0
73,0,523.932026285571,84.71926207688206,73,0,1,11.625014474438611,14.619839217451664,80.75060007858988,0.0,0.0
74,0,530.3541959515363,85.20112562588592,74,0,1,11.706430539663693,14.692786330512714,82.24725848648843,0.0,0.0
75,0,506.6103402564679,83.31806308450265,75,0,1,11.475489623931,14.329861644027613,76.84391508870604,0.0,0.0
76,0,501.7455562314795,82.96625579530608,76,0,1,11.39433134321958,14.296027107903612,75.87885607610886,0.0,0.0
77,0,512.6856147853806,84.03844398924892,77,0,1,11.350836797278657,14.657597631227288,78.75988821513417,0.0,0.0
78,0,513.1676940324791,83.98347062161804,78,0,1,11.425676285525142,14.575019016903708,78.75352396738418,0.0,0.0
79,0,518.0184844053538,84.39294628062895,79,0,1,11.455384956058865,14.672008345307514,79.95656164036937,0.0,0.0
80,0,509.4785455722624,83.55244260053121,80,0,1,11.499675708448583,14.37911476012709,77.7519876682632,0.0,0.0
81,0,502.7205263088141,83.0455931572469,81,0,1,11.40330711030974,14.311989565369066,76.34901403178583,0.0,0.0
82,0,519.9079158322764,84.43649882527725,82,0,1,11.556994135716833,14.595051827115896,80.34145149159626,0.0,0.0
83,0,518.8082916549025,84.49506516104964,83,1,1,11.433633664873454,14.721908368189773,80.40860252017279,0.0,0.0
84,0,519.3296199290976,84.49057816366829,84,0,1,11.47308701710376,14.68574681096367,80.49642249635028,0.0,0.0
85,0,518.0306950449234,84.34534763229561,85,0,1,11.492829839916183,14.624543544318518,80.17000339213818,0.0,0.0
86,0,523.0898456283123,84.6929103098767,86,0,1,11.584159960282204,14.64825836914193,81.28491534111295,0.0,0.0
87,0,519.0197869662621,84.34239257815025,87,0,1,11.567688899073389,14.55711937340335,80.3404648244659,0.0,0.0
88,0,520.000742524023,84.47862546790779,88,0,1,11.530103710900756,14.631652954747516,80.7297855401119,0.0,0.0
89,0,525.6863891433483,84.89541063026057,89,0,1,11.611247361181082,14.685267504376077,82.03209726634707,0.0,0.0
90,0,513.41542691686,83.90035534764361,90,0,1,11.51013622356841,14.47492034261029,79.2141512370307,0.0,0.0
91,0,523.3028396728007,84.65539447090686,91,0,1,11.63069964708235,14.595473303304331,81.47637167790758,0.0,0.0
92,0,521.3538212183295,84.56003744831033,92,0,1,11.563770152698272,14.626300256916036,81.1923287550454,0.0,0.0
93,0,520.580976688802,84.39040974657935,93,0,1,11.646711436232184,14.501017838880555,80.84515457493437,0.0,0.0
94,0,530.8734965005889,85.1664501338733,94,0,1,11.775948549061232,14.620086050278829,83.21011490175427,0.0,0.0
95,0,508.48807811956976,83.61399408560995,95,0,1,11.375998211052922,14.507727416266633,78.54846511433433,0.0,0.0
96,0,514.6095863611616,84.09033517182561,96,0,1,11.446073433237718,14.58914436462001,79.9678583186277,0.0,0.0
97,0,518.6346160737824,84.4022221017419,97,0,1,11.491779896523171,14.642607671781755,80.92545300913618,0.0,0.0
98,0,528.7558670227434,85.0546442680852,98,0,1,11.708710777019522,14.646473209453754,83.03091162263021,0.0,0.0
99,0,524.1577409631576,84.66976341843163,99,0,1,11.68407018808813,14.552094175496832,81.96445148608267,0.0,0.0
100,0,512.4436721346046,84.12618361798488,100,0,1,11.272550167688678,14.752561163247906,80.03369018501473,0.0,0.0
101,0,523.7989424791043,84.62117551608294,101,0,1,11.69831272170308,14.524614332656936,81.93819046641318,0.0,0.0
102,0,521.6297861582145,84.49218486809815,102,0,1,11.640674210171635,14.537217833660096,81.57627297766675,0.0,0.0
103,0,526.8341457500727,84.8856368521853,103,0,1,11.705519057610047,14.598209185963873,82.79605334629898,0.0,0.0
104,0,516.9861459181287,84.17270303276342,104,0,1,11.55473772377798,14.517413041962806,80.70709099677474,0.0,0.0
105,0,523.7833732915942,84.76005844337627,105,0,1,11.580990673241768,14.67132904198136,82.41940270632938,0.0,0.0
106,0,523.7608339302624,84.7842896097389,106,0,1,11.560223504206862,14.697064484599151,82.51387295459905,0.0,0.0
107,0,518.116657094555,84.33299232867932,107,1,1,11.508724094374324,14.606723702213392,81.25363140740609,0.0,0.0
108,0,526.1210217406658,84.80791348435197,108,0,1,11.7173894240828,14.564047949133265,82.83452433489612,0.0,0.0
109,0,528.411686700293,84.90966723257009,109,0,1,11.809941766040144,14.511651802247378,83.24380190084567,0.0,0.0
110,0,526.9138328205224,84.91869149346694,110,0,1,11.683476796282074,14.627921465123192,83.2203305484775,0.0,0.0
111,0,517.6561647738181,84.26285649457547,111,0,1,11.531044361224842,14.565738236002138,81.28348658463875,0.0,0.0
112,0,524.3964785303274,84.6498546678266,112,0,1,11.720402457693304,14.513467679290358,82.58660936843027,0.0,0.0
113,0,514.7541505590921,84.20520623600903,113,0,1,11.369930439770515,14.690893213794164,81.03537987687523,0.0,0.0
114,0,522.9038134790918,84.6013488797324,114,0,1,11.645782794332357,14.565663400316096,82.48806218268992,0.0,0.0
115,0,519.8758040861447,84.53393467259315,115,0,1,11.47839067742387,14.694107530417254,82.1722835316865,0.0,0.0
116,0,515.9970983943189,84.18163333437009,116,0,1,11.474579450370516,14.59139110475142,81.24967763992791,0.0,0.0
117,0,513.8618035570427,83.96440797042985,117,0,1,11.491239473479675,14.51108833395356,80.72167632082262,0.0,0.0
118,0,512.013993866041,83.83211470535521,118,0,1,11.46097468475154,14.49808760112864,80.37958535167287,0.0,0.0
119,0,525.3412090305566,84.99017092848175,119,0,1,11.513618161524947,14.800247578597808,83.67997406622796,0.0,0.0
120,0,522.6966854475077,84.68262571661248,120,0,1,11.56374947899737,14.663290797093657,82.93409903222735,0.0,0.0
121,0,522.6279255905855,84.82449604379238,121,0,1,11.451384931373113,14.805260271057758,83.23689101425795,0.0,0.0
